Callsign,Relay of,Frequency,City,S/P,Country,Format,Slogan,ID,ERP-H,ERP-V,HAAT-H,HAAT-V,Lat-N,Long-W,Lang,Mode,PI Code,PS Info,Radiotext,PTY,Remarks
XHSJ-FM,,103.3,SALTILLO,COAH,MEX,REGIONAL MEXICAN,SJ 103.3,800985,25,25,-86.24,-86.24,25-27-39,100-58-58,Spanish,,1953,RCG El Gigante De Coahuila,www.rcgmedia.mx,No Program Type or Undefined,
XERFR-FM,,103.3,CD. DE MÉXICO,CDMX,MEX,TALK,RADIO FÓRMULA PRIMERO CADENA,800986,58.13,58.13,135.6,135.6,19-26-00,99-08-23,Spanish,HD,----,FORMULA,CDMX XERFER-FM 103.3 MHZ CADENA NACIONAL <program>,News,
XHSQ-FM,AM 1280,103.3,SAN MIGUEL DE ALLENDE,GTO,MEX,ROMANTICA,RADIO SAN MIGUEL,800987,6,6,6.09,6.09,20-51-44,100-45-14,Spanish,,,,,,
XHCPFO-FM,102.1,103.3,CD. ANÁHUAC,NL,MEX,CLASSICAL/OPERA/ARTS,RADIO NUEVO LEÓN — VIVE FM,800989,9.86,9.86,49.7,49.7,27-14-54,100-08-00,Spanish,,,,,,EX: XHAHU-FM
XHNAR-FM,102.1,103.3,LINARES,NL,MEX,CLASSICAL/OPERA/ARTS,RADIO NUEVO LEÓN — VIVE FM,800990,50,50,78.32,78.32,24-51-33,99-34-04,Spanish,,,,,,
XHRH-FM,,103.3,HEROICA PUEBLA DE ZARAGOZA,PUE,MEX,ROMANTICA,AMOR,800992,50,50,63.52,63.52,19-02-36,98-12-43,Spanish,,----,AMOR-FM,,,
XHNW-FM,,103.3,CULIACÁN ROSALES,SIN,MEX,CONTEMPORARY HIT RADIO,MAXIRADIO,800993,10,10,62,62,24-48-35,107-24-17,Spanish,,,,,,
XHVJS-FM,,103.3,CD. OBREGÓN - VILLA JUÁREZ,SON,MEX,GRUPERA,LA MEJOR,800994,41.25,41.25,264,264,27-04-42,109-40-14,Spanish,,,,,,
XHVILL-FM,,103.3,VILLAHERMOSA,TAB,MEX,NEWS/TALK,LA NUEVA 103.3 NOTICIAS,800995,25,25,87.05,87.05,17-56-57,92-54-52,Spanish,,,,,,
XHFU-FM,AM 630,103.3,COSAMALOAPAN,VER,MEX,REGIONAL MEXICAN,LA NUEVA VOZ,800996,2.76,2.76,107,107,18-21-52,95-47-43,Spanish,,,,,,
XHZL-FM,,103.3,XALAPA-ENRIQUEZ,VER,MEX,Top 40 - SPANISH/ENGLISH,LOKURA FM,800997,25,25,164.27,164.27,19-31-10,96-53-09,Spanish,,----,MAXIMA,,,
XHIH-FM,AM 770,103.3,FRESNILLO,ZAC,MEX,EASY LISTENING,LA ÚNICA,800998,3,3,258.13,258.13,23-12-47,102-53-20,Spanish,,,,,,
W277CH,WKRO-1490,103.3,PADUCAH,KY,USA,ROCK,103.3 THE BRIDGE,149577,0.25,0.25,0,0,37-08-33,88-39-02,,,,,,,
K277CH,KLVS 107.3,103.3,SAN FRANCISCO,CA,USA,CONTEMPORARY CHRISTIAN,AIR1,147551,0.099,0.099,0,0,37-41-07,122-26-01,,,2F40,Artist/Title Air1,Artist/Title Air1,,
K277CG,KKUT 93.7,103.3,PAROWAN,UT,USA,COUNTRY,97.7 THE WOLF,140665,0.0155,0.0155,201,201,37-50-32,112-58-10,,,,,,,
W277CJ,WBEC-HD2,103.3,PITTSFIELD,MA,USA,CLASSIC HITS,WHOOPIE (WUPI),145171,0.25,0.25,0,0,42-26-40,73-16-44,,,,,,,
K277DE,KNTH-1070,103.3,HOUSTON,TX,USA,TALK,AM 1070 THE ANSWER,138173,0.25,0.25,0,0,29-59-34,95-28-17,,,D101,KNTH AM THE ANSWER ON 103.3 FM,KNTH AM THE ANSWER ON 103.3 FM,Talk,Weak RDS
K277CK,KSOK-1280,103.3,ARKANSAS CITY,KS,USA,COUNTRY,THE MIXX AM 1280 AND K277CK 103.3,142750,0.25,0.25,0,0,37-04-32,96-56-13,,,,,,,
W277CL,WIHB-1280,103.3,SOFKEE,GA,USA,COUNTRY,97.3 & 103.3 THE BULL ICONS,139453,0.19,0.19,0,0,32-38-20,83-38-33,,,,,,,//W247BW 97.3
W277CV,WTMJ-620,103.3,MILWAUKEE,WI,USA,NEWS/TALK,620-103.3 WTMJ NEWSRADIO,156555,0.25,0.25,0,0,43-05-29,87-54-07,,,8815,,,,
K277CT,KEUG 105.5,103.3,COTTAGE GROVE,OR,USA,ADULT HITS,105-5 BOB FM,156660,0.25,0.25,0,0,43-46-41,123-02-32,,,,,,,
W277CX,WLGN-1510,103.3,LOGAN,OH,USA,COUNTRY,THE WOLF,140367,0.25,0.25,99,0,39-31-43,82-23-06,,,,,,,
WLSE,,103.3,CANTON,IL,USA,RELIGIOUS TEACHING,LIFETALK RADIO,184672,5.7,5.7,102,102,40-29-44,89-57-10,,,,,,,Canton Seventh-Day Adventist Church
W277DD,WSAT-1280,103.3,SALISBURY,NC,USA,CLASSIC HITS,MEMORIES RADIO 103,147965,0.25,0.25,0,0,35-36-19,80-26-30,,,,,,,also // WEGO-1410 / W252DI 98.3
K277DX,,103.3,RICHMOND,TX,USA,ETHNIC,RADIO ZINDAGI 102.5 FM,144558,0.06,0,0,0,29-27-24,95-33-08,Asian,,FFFF,102.5 FM 102.5 FM,102.5 FM,No Program Type or Undefined,Originating programming. Legal IDs as just K273DO | from 102.5 (K273DO)
K277CP,KLCV 88.5,103.3,OMAHA,NE,USA,RELIGIOUS TEACHING,BOTT RADIO NETWORK,139524,0.205,0.205,0,0,41-17-20,96-09-23,,,2D55,Bott Radio Network,Bottradionetwork.com,Religious Talk,
K277CR,KSJE 90.1,103.3,DURANGO,CO,USA,CLASSICAL/JAZZ,,138467,0.25,0.25,151,0,37-15-41,107-54-11,,,,,,,
K277CQ,KTPO-HD2,103.3,SANDPOINT,ID,USA,ROCK,ROCK 103,157000,0.014,0.014,726,0,48-22-40,116-37-05,,,43C0,,,Rock,
K277CX,KTFM-HD2,103.3,SAN ANTONIO,TX,USA,ROCK,103.3 THE APP,147527,0.25,0.25,0,0,29-25-07,98-29-02,,,,,,,
WXTZ-LP,,103.3,YADKINVILLE,NC,USA,VARIETY,,195806,0.0328,0,51,0,36-00-01,80-43-45,,,,,,,
KWPQ-LP,,103.3,SPRINGFIELD,MO,USA,BLUES,,191225,0.1,0,29,0,37-09-53,93-15-39,,,4BAE,,KWPQ-LP_,Rhythm and Blues,
XHMICH-FM,,103.3,MORELIA,MICH,MEX,NEWS/TALK/SPORTS,VOX 103.3 FM,800551,3,3,-17,-17,19-40-28,0101-11-28,Spanish,,,,,,
WSFM-LP,,103.3,ASHEVILLE,NC,USA,VARIETY,103.3 ASHEVILLE FM,195466,0.1,0,1,0,35-35-48,82-33-31,,,84BE,AVL-FM Title & Artist,,,
K277DH,KLSD-1360,103.3,SAN DIEGO,CA,USA,NEWS/TALK,THE PATRIOT AM 1360,151282,0,0.25,0,203,32-50-17,117-15-00,,,,,,,
K277DG,KNSN-1240,103.3,SAN DIEGO,CA,USA,RELIGIOUS TEACHING,AM 740 KBRITE,141805,0.015,0,0,0,32-41-39,0117-07-17,,,,,,,
KJAK,,103.3,PEARSALL,TX,USA,CLASSIC HIP-HOP,,198762,6,6,100,100,28-56-34,99-16-47,,,,,,,
----,,103.3,ST. PIERRE,PM,CAN,CONTEMPORARY HIT RADIO,ARCHIPEL FM,901350,0,1,0,0,46-46-50,56-10-30,French,,,,,,
KHSM,,103.3,MCKINLEYVILLE,CA,USA,SPANISH,RADIO BILINGUE,184514,3.1,3.1,258,258,41-05-58,124-07-33,Spanish,,,,,,
CJVM-FM,,103.3,VIRDEN,MB,CAN,COUNTRY,CJ 103,901365,0,0.05,0,33.5,49-50-52,100-56-00,,,,,,,#ERROR!
KPCA-LP,,103.3,PETALUMA,CA,USA,VARIETY,,194773,0.1,0,-61,0,38-16-04,122-38-01,,,,,,,
KOFP-LP,,103.3,FRESNO,CA,USA,VARIETY,,195234,0.013,0.013,84,84,36-44-05,119-47-27,,,,,,,
K277CA,KFRX-HD2,103.3,LINCOLN,NE,USA,,,138615,0.25,0.25,0,0,40-49-10,96-39-32,,,2.00E+56,,,,
KOBV-LP,,103.3,BENTONVILLE,AR,USA,VARIETY,,192500,0.061,0,39,0,36-23-37,94-10-53,,,,,,,
KFUZ-LP,KHSS 100.7,103.3,CLARKSTON,WA,USA,RELIGIOUS TEACHING,ETERNAL WORD NETWORK (EWTN),193078,0.1,0.1,-81,-81.1,46-26-24,117-00-38,,,,,,,
HIBE-FM,,103.3,SANTO DOMINGO,NC,DOM,CONTEMPORARY HIT RADIO,LOS 40,710219,10,10,105,105,18-29-00,69-54-59,Spanish,,5000,LOS 40,,,Ensanche Naco building
HIMC-FM,,103.3,MICHES,SE,DOM,VARIETY,COSTA FM,710220,1.5,1.5,-56,-56,18-59-04,69-02-55,Spanish,,,,,,
HIAB-FM,,103.3,NAGUA,MT,DOM,VARIETY,"RIKA FM, LA EMISORA QUE QUIERES ESCUCHAR",710221,0.25,0.25,18,18,19-22-41,69-50-58,Spanish,,,,,,
HIRC-FM,,103.3,NEYBA,BR,DOM,VARIETY,CAFFE FM,710222,1,1,-185,-185,18-28-56,71-25-00,Spanish,,,,,,
4VOP-FM,,103.3,CAYES,SD,HTI,VARIETY,RADIO MONOP FM,720219,0.5,0.5,30,30,18-11-36,73-44-46,Creole,Mono,,,,,
4VJC-FM,,103.3,GONAÏVES,AR,HTI,VARIETY,RADIO INDÉPENDENCE,720220,0.3,0.3,35,35,19-27-04,72-40-48,Creole,,,,,,
4VMGA-FM,,103.3,PORT-AU-PRINCE,OU,HTI,CLASSICAL/OPERA/ARTS,RADIO MELODIE FM,720221,0.851,1.413,980,980,18-30-25,72-18-55,French,,,,,,Boutilliers antenna complex
4VOX-FM,,103.3,PLAISANCE,SD,HTI,VARIETY,RADIO OXYGENE,720222,0.3,0.3,567,567,18-25-00,73-37-00,Creole,Mono,,,,,
KCMU-LP,,103.3,NAPA,CA,USA,VARIETY,,194626,0.1,0.1,-90,0,38-17-50,122-15-44,,,,,,,
CJAT-FM-2,CJAT-FM 95.7,103.3,GRAND FORKS,BC,CAN,CLASSIC HITS,SUMMIT RADIO,901450,0.45,0,-366.6,0,49-00-39,118-23-28,,,,,,,
VOAR-7-FM,VOAR-FM 96.7,103.3,SPRINGDALE,NL,CAN,RELIGIOUS,SEVENTH DAY ADVENTIST CHURCH,901891,0.05,0.05,39.7,39.7,49-30-11,56-04-18,,,,,,,
WBDB-LP,,103.3,RICHMOND,VA,USA,ADULT ALTERNATIVE,103.3 THE BRIDGE,193889,0.039,0,48,0,37-37-01,77-29-35,,Silent,,,,,Silent 6/14/22; financial difficulties
WSPJ-LP,,103.3,SYRACUSE,NY,USA,VARIETY,,197053,0.1,0.1,-5,-5,43-07-23,76-12-50,,,,,,,
VF2352,CJFW-FM 103.1,103.3,GRANISLE,BC,CAN,COUNTRY,BC NORTH'S PURE COUNTRY,902177,0,0.05,0,59.7,54-53-03,126-12-55,,,,,,,
K277DB,KYSL-HD3,103.3,SILVERTHORNE,CO,USA,CLASSIC ROCK,C-ROCK 103.3,156485,0.11,0.11,0,0,39-33-22,106-06-53,,,,,,,
KZCV-LP,,103.3,BAYTOWN,TX,USA,RELIGIOUS TEACHING,,194064,0.02,0.02,65,65,29-48-06,94-53-28,Spanish,,,,,,
CKLP-FM,,103.3,PARRY SOUND,ON,CAN,,,902518,46.6,46.6,126.5,126.5,45-23-24,80-02-20,,,CD3E,Moose 103.3 FM,The Parry Georian Bay's Biggest Variety Station,Adult Hits,
KZNW,,103.3,OAK HARBOR,WA,USA,CONTEMPORARY HIT RADIO,LA Z 103.3,191491,1.4,1.4,414,414,48-21-55,122-16-03,Spanish,,,,,,
K277BZ,KHJR 88.1,103.3,FULTON,MO,USA,RELIGIOUS TEACHING,CATHOLIC RADIO,153994,0.25,0.25,31,0,38-52-12,91-56-35,,,,,,,
W277DE,WAYR-550,103.3,WAYCROSS,GA,USA,RELIGIOUS TEACHING,WAY RADIO,142664,0.25,0.25,0,0,31-09-23,81-58-19,,,,,,,
W277DB,WSOY-1340,103.3,DECATUR,IL,USA,NEWS/TALK,,147710,0.25,0.25,0,0,39-53-05,88-54-22,,Mono,,,,,
K277CC,KRGM 89.9,103.3,PENNOCK,MN,USA,RELIGIOUS TEACHING,FAITH RADIO,141147,0.17,0.17,112.9,112.9,45-09-58,95-02-37,,,D344,,,,
K277CD,KLCV 88.5,103.3,BEATRICE,NE,USA,RELIGIOUS TEACHING,BOTT RADIO NETWORK,140374,0.25,0.25,0,0,40-14-00,96-43-20,,,,,,,
6YA-653,103.9,103.3,ST. ANN'S BAY,SN,JMC,CONTEMPORARY HIT RADIO,ZIP 103 FM,730080,0,3.631,0,530,18-22-12,77-15-29,,,,,,,
ZFV-FM,,103.3,HAMILTON,HC,BER,REGGAE,VIBE 103,980056,1,1,0,0,32-17-54,64-45-46,,,6.90E+07,VIBE 103,,,
K277CF,WTAD-930,103.3,QUINCY,IL,USA,TALK/SPORTS,TALKRADIO 930,143911,0.25,0.25,0,0,39-56-30,91-35-03,,,,,,,
KQWF-LP,,103.3,WICHITA FALLS,TX,USA,RELIGIOUS,,195680,0.1,0,21.1,0,33-54-44,98-29-32,Spanish,,,,,,
DKIQN-FM1,KIQN 103.3,103.3,PUEBLO,CO,USA,COUNTRY,,199480,0.93,0.93,0,0,38-17-48,104-38-47,,Silent,,,,,
CJUJ-FM,,103.3,BATHURST,NB,CAN,VARIETY,,901252,0.05,0.05,32,32,47-36-55,65-38-48,,,,,,,
YNF3LM-2,91.1,103.3,SOMOTO,MA,NCG,VARIETY,RADIO LA MÚSICAL,520277,0,3,0,631,13-30-33,86-31-54,Spanish,,,,,,
YNF3LM-1,91.1,103.3,LA GATEADA,CO,NCG,VARIETY,RADIO LA MÚSICAL,520276,0,0.25,0,441,11-59-31,84-46-28,Spanish,,,,,,Tx site La Gateada
YNF2IF,,103.3,LA PAZ CENTRO,LE,NCG,RELIGIOUS,RADIO IMPACTO DE FE,520283,0,0.25,0,69,12-20-00,86-40-00,Spanish,,,,,,
YNF2LM-3,91.1,103.3,SAN JOSE DE LAGUNA,LE,NCG,VARIETY,RADIO LA MÚSICAL,520284,0,0.5,0,324,12-50-15,86-20-18,Spanish,,,,,,
YNF4HO,,103.3,MASAYA,MS,NCG,RELIGIOUS,STEREO HOSANNA 103.3,520285,0,0.5,0,140,11-59-35,86-06-17,Spanish,,,,,,
YNF6NT,,103.3,MATAGALPA,MT,NCG,RELIGIOUS,RADIO NUEVO TIEMPO,520286,0.25,0.25,150,150,12-55-57,85-54-56,Spanish,,,,,,
YSTA,,103.3,SANTA ANA,SA,SLV,CLASSICAL,RADIO CLÁSICA,540183,1.255,1.255,1190,1190,13-29-11,88-18-54,Spanish,,,,,,Tx site Cerro El Pacayal
HOQF,,103.3,CD. PANAMÁ,PM,PNR,VARIETY,QUIUBO ESTÉREO,550146,0,13.458,0,438,09-09-43,79-24-59,Spanish,HD,,,,,Tx site Cerro Azul
HOBJ,,103.3,VOLCÁN,CH,PNR,VARIETY,RADIO CHIRIQUÍ,550147,0,1.879,0,1704,8-48-19,82-32-27,Spanish,HD,,,,,Tx site Volcán Barú
TGMG,,103.3,HUEHUETENÁNGO,HU,GTM,VARIETY,RADIO ESTÉREO MAGICA,560345,0.316,0.316,-183,-183,15-19-02,91-28-02,Spanish,,,,,,
TGLC,,103.3,FLORÉS,PE,GTM,VARIETY,CRISTAL STEREO,560346,0.316,0.316,-18,-18,16-55-05,89-53-33,Spanish,,,,,,
TGAM,,103.3,CD. GUATEMALA,GU,GTM,RELIGIOUS,RADIO MARÍA,560347,25.119,25.119,740,740,14-37-06,90-38-00,Spanish,,,,,,Tx site Cerro Alux
HRPL-2,1130 AM,103.3,TEGUCIGALPA,FM,HND,RELIGIOUS,RADIO PROGRESO,570599,0,3.702,0,512,14-06-14,87-06-19,Spanish,,,Radio Progreso,,,5AM-11PM sign on
HRPL-1,1130 AM,103.3,SAN PEDRO SULA,CR,HND,RELIGIOUS,RADIO PROGRESO,570600,0,5.929,0,669,15-29-10,88-05-42,Spanish,,,,,,5AM-11PM sign on
YSTB,,103.3,LA UNIÓN,UN,SLV,VARIETY,RADIO PARRANDERA,540254,0.769,0.769,1152,1152,13-16-31,87-50-42,Spanish,,,,,,1 repeater
WZDF-LP,,103.3,MERRITT ISLAND,FL,USA,RELIGIOUS TEACHING,,194024,0.1,0,17.7,0,28-22-07,80-41-59,,,,,,,
YSTC,,103.3,SANTA ANA,SA,SLV,VARIETY,RADIO CLÁSICA,540262,0.5,0,316,0,14-01-19,89-34-06,Spanish,,,,,,
XHPCCC-FM,,103.3,CD. CUAUHTÉMOC,CHIH,MEX,GRUPERA,LA LUPE,801416,25,25,128.22,128.22,28-24-28,106-51-24,Spanish,,0CCC,,La VOZ,Top 40,Sign on 6 AM-12 AM
K277DJ,KRMS-1150,103.3,OSAGE BEACH,MO,USA,TALK,KRMS 1150AM-97.5FM- 103.3FM,200627,0.25,0.25,0,0,38-09-52,92-36-12,,,732B,,,,
W277DJ,WHNM-1350,103.3,LACONIA,NH,USA,CLASSIC HITS,MOOSE 103.3,200128,0.19,0.19,0,0,43-32-46,71-22-41,,,D4F8,MOOSE FM,Artist/Title,Adult Hits,
W277DL,WJFP-740,103.3,CHESTER,PA,USA,TALK,LIBERTY RADIO,200328,0.25,0.25,0,0,40-03-31,75-35-54,,,8C57 (WVCH),WJFP,none,,
W277DM,WIXI-1360,103.3,JASPER,AL,USA,BLUES,PARTY BLUES & OLDIES,200491,0.25,0.25,0,0,33-50-42,87-18-26,,,,,,,
W277DN,WHLJ-1400,103.3,MOULTRIE,GA,USA,URBAN GOSPEL,,200725,0.25,0.25,0,0,31-09-55,83-45-56,,,,,,,
W277DK,WZKY-1580,103.3,ALBEMARLE,NC,USA,CLASSIC HITS,MAGIC 103.3 FM,200901,0.25,0.25,0,0,35-23-13,80-11-32,,,,,,,
W277DI,WSYL-1490,103.3,SYLVANIA,GA,USA,UNKNOWN,,201656,0.25,0.25,0,0,32-43-52,81-37-04,,,,,,,
K277DL,KNNR-1400,103.3,WASHOE VALLEY,NV,USA,TALK,NEVADA TALK NETWORK,201663,0.25,0.25,0,0,39-22-04,119-47-11,,Silent,,,,,silent 2/5/26 technical issues
W277DP,WCUM-1450,103.3,BRIDGEPORT,CT,USA,TROPICAL,VIVA! RADIO,200726,0.25,0.25,0,0,41-09-58,73-13-01,,,,,,,
KIGG,KDLG-670,103.3,IGIUGIG,AK,USA,VARIETY/NEWS/TALK,,199839,0,0.09,0,-7,59-19-40,155-53-41,,,,,,,
K277DK,KFLG 1000,103.3,BULLHEAD CITY,AZ,USA,ADULT STANDARDS,K-STAR 103.3,201367,0,0.25,0,697,35-14-48,114-44-37,,,D46D,The Music You Grew Up With on K-Star 103.3 and 101.9,Kstar-Radio.Com,Nostalgia,
KNHI,,103.3,NEWHALEN,AK,USA,UNKNOWN,,199836,0.09,0.09,-26,-26,59-43-16,154-53-29,,,,,,,
K277DM,KCHA-1580,103.3,CHARLES CITY,IA,USA,OLDIES,FABULOUS 1580 & 103.3,200184,0.169,0.169,0,0,43-03-12,92-40-14,,,,,,,
W277AO,WKCD 90.3,103.3,ENON,OH,USA,CONTEMPORARY CHRISTIAN,K-LOVE,138923,0.25,0.25,0,0,39-49-32,84-08-59,,,,,,,
W277DR,WKAL-1450,103.3,ROME,NY,USA,TROPICAL,EL ZORRO,201358,0.25,0.25,134,0,43-20-25,75-25-13,Spanish,,,,,,
XHRKS-FM,,103.3,REYNOSA,TAMPS,MEX,REGIONAL MEXICAN,LA PODEROSA,801488,3,3,42.7,42.7,26-04-54,98-16-27,Spanish,,,,,,
W277DS,WZTE-1530,103.3,ERIE,PA,USA,TALK,TALK ERIE!,200813,0.2,0.2,0,0,42-00-03,79-52-33,,,,,,,// W290BI 105.9
K277DN,KNOX-1310,103.3,GRAND FORKS,ND,USA,TALK,KNOX NEWS RADIO 1310 AM/107.9 FM/103.3 FM,202226,0.25,0.25,118,0,47-48-49,96-55-49,,,,,,,also // K239BG 95.7 & K300BG 107.9
K277DP,KZTS-1380,103.3,LITTLE ROCK,AR,USA,CLASSIC ROCK,Z-ROCK,202855,0.25,0.25,0,0,34-47-49,92-29-20,,,,,,,
W277DT,WDRC-1360,103.3,HARTFORD,CT,USA,TALK,THE TALK OF CT,202640,0.25,0.25,136,0,41-46-00,72-40-38,,,,,,,
K277DQ,KPEL 1420,103.3,LAFAYETTE,LA,USA,SPORTS,THE GOAT,202286,0.25,0.25,0,0,30-13-29,92-03-31,,,,,,,
K277DO,KWKH 1130,103.3,SHREVEPORT,LA,USA,SPORTS,1130 THE TIGER,202287,0.25,0.25,0,0,32-26-56,93-52-24,,,,,,,
W277DX,WKWF 1600,103.3,KEY WEST,FL,USA,SPORTS,SPORTSRADIO 1600,202213,0.25,0.25,35,0,24-34-21,81-44-24,,,,,,,
W277DV,WFAW-940,103.3,FORT ATKINSON,WI,USA,TALK/SPORTS,YOUR INFORMATION STATION TO 940 WFAW,203159,0.25,0.25,0,0,42-48-02,88-03-16,,,,,,,CP for W266DX 101.1 expires 12/20/21
K277DR,KEYZ-660,103.3,WILLISTON,ND,USA,NEWS/TALK,KEYZ AM 660 NEWS RADIO,203015,0.25,0.25,0,0,48-09-00,103-36-53,,,,,,,
XHCPAF-FM,,103.3,IGUALA,GRO,MEX,COLLEGE,RADIO UTRNG,801582,3,3,-268,-268,18-21-55,99-32-05,Spanish,,,,,,Universidad Tecnológica de la Región Norte de Guerrero
K277DS,KBUL 970,103.3,BILLINGS,MT,USA,TALK,NEWSTALK 95 FM & 970 AM,202296,0.099,0.099,0,0,45-45-59,108-27-21,,,D1A2,KBUL,NewsTalk 970 KBUL,Talk,Also // KCHH 95.5
W277DY,WMKT 1270,103.3,PETOSKEY,MI,USA,TALK,THE TALK STATION,202117,0.25,0.25,0,0,45-19-17,84-52-33,,,,,,,
KYVY,,103.3,YAMPA,CO,USA,UNKNOWN,,198724,2.2,2.2,197,197,40-17-42,106-58-29,,,,,,,
XHCCBK-FM,,103.3,TEPIC,NAY,MEX,NEWS/TALK,HERALDO RADIO,801702,1,1,295.9,295.9,21-32-00,104-54-40,Spanish,,,,,,
KCRQ,,103.3,JUNCTION,TX,USA,,,762286,0.25,0.25,56,56,30-28-41,98-45-10,,Silent,,,,,"silent 1/29/26 ice storm damage, now pending move"
KNTC,,103.3,TONOPAH,NV,USA,,,762226,0.1,0.1,105,105,38-04-20,117-13-55,,,,,,,
WPLF,,103.3,SHELTER ISLAND,NY,USA,CONTEMPORARY CHRISTIAN,K-LOVE,762486,3.7,3.7,66,66,40-56-05,72-23-12,,,,,,,
KKFO-LP,,103.3,KLAMATH FALLS,OR,USA,COUNTRY,GOLD COUNTRY RADIO,788222,0.049,0.049,43,43,42-14-12,121-45-55,,,,,,,
KIRL-LP,,103.3,GUTHRIE,OK,USA,RELIGIOUS,,787798,0.1,0.1,-0.01,-0.01,35-52-47,97-25-20,Spanish,,,,,,
WLRO-LP,,103.3,SAINT CLOUD,WI,USA,VARIETY,LONG LAKE RADIO,788506,0.1,0.1,9,9,43-41-39,88-10-04,,,,,,,
NEW,,103.3,COLLINSVILLE,AL,USA,,,788733,0.1,0.1,-51,-51,34-15-19,85-52-06,,CP-new,,,,,
WYAJ-LP,,103.3,MOCA,PR,USA,,,785703,0.003,0.003,162,162,18-26-28,67-08-45,,,,,,,
NEW,,103.3,NEW WAVERLY,TX,USA,,,788072,0.1,0.1,27,27,30-33-12,95-30-02,,CP-New,,,,,
NEW,,103.3,WATERBURY,CT,USA,,,788112,0.027,0.027,57,57,41-27-21,73-02-24,,CP-New,,,,,
XHSCBV-FM,,103.3,SAN ANTONINO CASTILLO VELASCO,OAX,MEX,COMMUNITY RADIO,,801914,3,3,0,0,16-48-11,96-41-02,Spanish,,,,,,
WGVR-LP,,103.3,GAINESVILLE,FL,USA,,,197327,0.086,0.086,0,0,29-41-11,82-22-37,,,,,,,
WMGZ-LP,,103.3,MAYAGUEZ,PR,USA,,,782321,0.1,0.1,7,7,18-10-52,67-10-03,,,,,,,
XHSCDR-FM,,103.3,AGUASCALIENTES,AGA,MEX,COMMUNITY RADIO,,801988,3,3,-20,-20,21-52-14,102-18-07,Spanish,,,None,None,,NEW - not on air
K276AU,KALN 96.1,103.1,DEL NORTE,CO,USA,REGIONAL MEXICAN,RADIO AMIGO,12808,0.084,0,33,0,37-40-12,106-21-10,Spanish,,,,,,
K276AV,KKHB 105.5,103.1,HAPPY CAMP,CA,USA,OLDIES,COOL 105,60601,0.058,0,526,0,41-51-30,123-21-13,,,,,,,
WKZS,,103.1,COVINGTON,IN,USA,COUNTRY,KISS COUNTRY 103.1,4807,3,3,91,91,40-08-46,87-21-15,,,,,,,
K276BG,KJOT 105.1,103.1,OROVADA,NV,USA,CLASSIC ROCK,J105,54303,0.17,0,335,0,41-31-36,0118-03-30,,,,,,,
K276BL,KSOS 90.5,103.1,PAHRUMP,NV,USA,CONTEMPORARY CHRISTIAN,SOS RADIO FOR LIFE,20510,0.157,0,1097,0,35-57-40,115-29-36,,,,,,,
WHME,,103.1,SOUTH BEND,IN,USA,CONTEMPORARY CHRISTIAN,"POSITIVE HITS, PULSE FM",37149,3,3,91,91,41-36-11,86-12-51,,HD,6860,,,No Program Type or Undefined,
K276BR,KAMB 101.5,103.1,SANTA CRUZ,CA,USA,CONTEMPORARY CHRISTIAN/RELIGIOUS TEACHING,101.5 KAMB CELEBRATION RADIO,10939,0.01,0.01,0,0,37-06-38,121-50-34,,,,,,,
K276AW,KERM 98.3,103.1,LUSK,WY,USA,COUNTRY,TORRINGTON'S HOT COUNTRY,39251,0.011,0,9,0,42-45-51,104-45-51,,,,,,,
K276AF,KRNN 102.7,103.1,JUNEAU,AK,USA,VARIETY,RAIN COUNTRY RADIO,8659,0.25,0.25,0,0,58-18-05,134-25-14,,,,,,,
K276BM,KSOS 90.5,103.1,KINGMAN,AZ,USA,CONTEMPORARY CHRISTIAN,SOS RADIO FOR LIFE,67805,0.082,0,892,0,35-05-39,113-54-18,,,,,,,
K276CU,KLGL 94.5,103.1,PANGUITCH,UT,USA,CLASSIC HITS,94.5 THE EAGLE,59039,0.071,0.071,-157,-157,37-49-19,112-27-28,,,,,,,
W276AI,WNOD 94.1,103.1,PONCE,PR,USA,URBAN CONTEMPORARY,LA NUEVA 94,53553,0,0.1,0,0,17-59-27,66-37-45,Spanish,,,,,,
K276CT,KOZI-FM 93.5,103.1,TWISP,WA,USA,ADULT CONTEMPORARY,RADIO LAKE CHELAN,49367,0.048,0,507,0,48-19-03,120-06-53,,,,,,,// KOZI-1230 0800-1200
K276BY,KOZI-FM 93.5,103.1,"PATEROS, BREWSTER & BRIDGEPORT",WA,USA,ADULT CONTEMPORARY,RADIO LAKE CHELAN,49364,0.048,0,802,0,48-01-26,119-58-46,,,,,,,// KOZI-1230 0800-1200
K276CO,KUOA 1290,103.1,FAYETTEVILLE,AR,USA,SPANISH HITS BALADAS,LA MAXXIMA,22406,0.14,0.14,0,0,36-08-50,94-11-14,Spanish,,D481,,LA MAXXIMA,,
K276CY,KOZI-FM 93.5,103.1,MANSON,WA,USA,ADULT CONTEMPORARY,RADIO LAKE CHELAN,49363,0.007,0,0,0,47-51-16,120-09-59,,,,,,,// KOZI-1230 0800-1200
WUAG,,103.1,GREENSBORO,NC,USA,ADULT ALTERNATIVE,THE MUSIC 103.1,68667,0.018,0.018,79,79,36-03-51,79-48-37,,,,,,,
K276DK,KSFI 100.3,103.1,"BRYCE CANYON AREA, E",UT,USA,SOFT AC,FM 100,23222,0.017,0,759,0,37-45-21,111-52-27,,,,,,,
